,rank,name
0,1,엑소스 히어로즈
1,2,Brain Out – 가장 어색한 게임
2,3,탄탄러시
3,4,Ink Inc. - Tattoo Tycoon
4,5,워드퍼즐 - 단어 게임
5,6,소드 아트 온라인 앨리시제이션 라이징 스틸
6,7,부탁해요 매니저님
7,8,염왕이 뿔났다
8,9,킹 오브 타워
9,10,무한의 계단
10,11,두근두근 레스토랑: 헬로키티 콜라보레이션
11,12,콜 오브 듀티: 모바일
12,13,질풍닌자전
13,14,브롤스타즈
14,15,Cannon Shot!
15,16,무한의 농장
16,17,기적의 검
17,18,V4
18,19,Hunter Assassin
19,20,펭귄의 섬
20,21,로드 크래쉬
21,22,Stencil Art - Spray Masters
22,23,Sky Roller
23,24,Icing On The Cake
24,25,꽃피는 달빛
25,26,Fun Race 3D
26,27,Clash of Blocks
27,28,Run Race 3D
28,29,꿈의 정원 (Gardenscapes)
29,30,Pocket World 3D
30,31,궁수의 전설
31,32,꿈의 집 (Homescapes)
32,33,Rescue Cut - Rope Puzzle
33,34,Mr Bullet - 스파이 퍼즐
34,35,Crazy Shopping
35,36,꿈의 마을 (Township)
36,37,오버독스
37,38,피망 뉴맞고 : 고스톱으로 대한민국 1등
38,39,Zipline Valley - 물리학 퍼즐 게임
39,40,Supreme Duelist Stickman
40,41,Granny Legend
41,42,Vlinder Life：Dressup Avatar & Fashion Doll
42,43,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
43,44,이터:던전의 포식자
44,45,배틀그라운드
45,46,"좋은 피자, 위대한 피자"
46,47,Gang Clash
47,48,Paper.io 2
48,49,Minecraft 체험판
49,50,1945
50,51,Gym Flip
51,52,Sand Balls
52,53,쿠키런: 오븐브레이크
53,54,라이즈 오브 킹덤즈
54,55,도끼.io
55,56,Rummikub
56,57,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
57,58,애프터라이프
58,59,Nonogram.com - 픽처 크로스 퍼즐 게임
59,60,Block Puzzle Rune
60,61,Square Bird
61,62,바이러스 워 - 우주 슈팅 게임
62,63,Cool Goal!
63,64,ROBLOX
64,65,Magic Tiles 3
65,66,보틀 점프 3D
66,67,Puzzle Fuzzle
67,68,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
68,69,Piano Tiles 2™
69,70,Dancing Road: Color Ball Run!
70,71,신강호
71,72,쿠키런 for Kakao
72,73,클래시 로얄
73,74,궁수 키우기 : 전설의 궁수
74,75,Draw it
75,76,이말년과 침착한 녀석들
76,77,데이트 어 라이브: 다시 만난 정령
77,78,Empires & Puzzles: RPG Quest
78,79,FIFA ONLINE 4 M by EA SPORTS™
79,80,달빛조각사
80,81,삼국지 오리진
81,82,토킹톰 골드런
82,83,피망 섯다
83,84,좀비고등학교
84,85,Happy Glass
85,86,Perfect Slices
86,87,오목의 달인
87,88,롤링 스카이
88,89,매직 직소 퍼즐
89,90,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
90,91,Rider
91,92,지오메트리 대시 라이트 (Geometry Dash L)
92,93,클래식 어드벤처
93,94,Color Saw 3D
94,95,Snowball.io
95,96,aquapark.io
96,97,마피아42
97,98,고전적인 블록 퍼즐
98,99,광산타이쿤 - 방치형 광산 매니저
99,100,한게임 섯다
