,rank,name
0,1,Mario Kart Tour
1,2,Brain Out – 가장 어색한 게임
2,3,라이즈 오브 킹덤즈
3,4,신의 연대기-신규서버오픈
4,5,올스타 스매시
5,6,신강호
6,7,Color Saw 3D
7,8,Dinosaur Rampage
8,9,I Peel Good
9,10,Cool Goal!
10,11,Idle Stickman
11,12,리치리치
12,13,브롤스타즈
13,14,워드퍼즐 - 단어 게임
14,15,Puzzle Fuzzle
15,16,오늘도 우라라 원시 헌팅 라이프
16,17,Square Bird
17,18,바이러스 워 - 우주 슈팅 게임
18,19,쌍삼국지
19,20,이터:던전의 포식자
20,21,Stop them ALL !
21,22,무한의 계단
22,23,동물의 집
23,24,궁수의 전설
24,25,배틀그라운드
25,26,꿈의 집 (Homescapes)
26,27,꿈의 정원 (Gardenscapes)
27,28,Perfect Slices
28,29,Marbleous!
29,30,Sand Balls
30,31,기적의 검
31,32,Mr Bullet - 스파이 퍼즐
32,33,ROBLOX
33,34,Zipline Valley - 물리학 퍼즐 게임
34,35,aquapark.io
35,36,Color Fill 3D
36,37,Minecraft 체험판
37,38,피망 뉴맞고 : 고스톱으로 대한민국 1등
38,39,Fun Race 3D
39,40,꿈의 마을 (Township)
40,41,신비아파트 고스트헌터
41,42,Polysphere
42,43,좀비고등학교
43,44,쿵야 캐치마인드
44,45,도끼.io
45,46,Magic Tiles 3
46,47,Rider
47,48,Kick the Buddy
48,49,토킹톰 골드런
49,50,Run Race 3D
50,51,Crowd City
51,52,토킹톰 히어로 대시
52,53,피망 섯다
53,54,클래시 로얄
54,55,쿠키런: 오븐브레이크
55,56,Knives Crash
56,57,Rummikub
57,58,Granny Legend
58,59,1945
59,60,지오메트리 대시 라이트 (Geometry Dash L)
60,61,Hungry Shark Evolution
61,62,슈퍼펭귄 (Super Penguins)
62,63,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
63,64,Paper.io 2
64,65,Supreme Duelist Stickman
65,66,마피아42
66,67,Bottle Flip 3D
67,68,The Real Juggle
68,69,왕비의 맛
69,70,Jelly Shift
70,71,Empires & Puzzles: RPG Quest
71,72,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
72,73,에오스 레드
73,74,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
74,75,Wrecking Ball
75,76,Line Color 3D
76,77,보스레이브
77,78,아기 팬더: 공주 메이크업
78,79,"좋은 피자, 위대한 피자"
79,80,Soul Knight
80,81,바운스볼
81,82,Hole.io
82,83,maybe-메이비:내가 만드는 이야기
83,84,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
84,85,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
85,86,프렌즈레이싱
86,87,한게임 신맞고 : 대한민국 원조 고스톱
87,88,아웃로 - 실시간 슈팅
88,89,Pokémon GO
89,90,드랍더좀비
90,91,마이토킹톰 2
91,92,의지의 히어로
92,93,Piano Tiles 2™
93,94,"Happy Color – 컬러링북, 숫자 색칠 게임"
94,95,Merge Magic!
95,96,피츠메이커
96,97,FIFA ONLINE 4 M by EA SPORTS™
97,98,로드 모바일: 제국의 전쟁 - MMORPG
98,99,"나의최애캐 (언니돌, #unniedoll)"
99,100,Snowball.io
