,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,V4
2,3,꽃피는 달빛
3,4,킹 오브 타워
4,5,Rescue Cut - Rope Puzzle
5,6,Crazy Shopping
6,7,마기아 : 카르마 사가
7,8,콜 오브 듀티: 모바일
8,9,무한의 계단
9,10,Sky Roller
10,11,라이즈 오브 킹덤즈
11,12,워드퍼즐 - 단어 게임
12,13,Icing On The Cake
13,14,Zipline Valley - 물리학 퍼즐 게임
14,15,브롤스타즈
15,16,기적의 검
16,17,무한의 농장
17,18,로드 크래쉬
18,19,질풍닌자전
19,20,DX : 신 세기의 전쟁
20,21,Granny Legend
21,22,꿈의 집 (Homescapes)
22,23,펭귄의 섬
23,24,꿈의 마을 (Township)
24,25,Drop & Smash
25,26,신강호
26,27,ROBLOX
27,28,배틀그라운드
28,29,꿈의 정원 (Gardenscapes)
29,30,Ink Inc. - Tattoo Tycoon
30,31,궁수의 전설
31,32,바이러스 워 - 우주 슈팅 게임
32,33,Perfect Slices
33,34,Sand Balls
34,35,Pokémon GO
35,36,달빛조각사
36,37,Fun Race 3D
37,38,Cool Goal!
38,39,히어로즈 스트라이크
39,40,Run Race 3D
40,41,Robot Clash
41,42,쿠키런: 오븐브레이크
42,43,클래시 로얄
43,44,톰 오브 더 마스크: 컬러
44,45,테니스 클래시: 3D 스포츠 - 무료 멀티플레이어 게임
45,46,솔리테르 트라이픽스: 팜 어드벤처
46,47,피망 뉴맞고 : 고스톱으로 대한민국 1등
47,48,로얄 다이스(Royal Dice) : 랜덤 디펜스
48,49,Minecraft 체험판
49,50,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
50,51,Mr Bullet - 스파이 퍼즐
51,52,Puzzle Fuzzle
52,53,삼국지 오리진
53,54,Rider
54,55,Gang Clash
55,56,Draw Around
56,57,지오메트리 대시 라이트 (Geometry Dash L)
57,58,매직 직소 퍼즐
58,59,보틀 점프 3D
59,60,블록 퍼즐
60,61,스도쿠 - 무료 클래식 스도쿠 퍼즐
61,62,Magic Tiles 3
62,63,로그의 전설
63,64,Supreme Duelist Stickman
64,65,Dancing Road: Color Ball Run!
65,66,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
66,67,Piano Tiles 2™
67,68,이터:던전의 포식자
68,69,Paper.io 2
69,70,롤링 스카이
70,71,도끼.io
71,72,Cannon Shot!
72,73,aquapark.io
73,74,Empires & Puzzles: RPG Quest
74,75,쿠키런 for Kakao
75,76,익스트림풋볼:3대3 멀티 축구
76,77,리치리치
77,78,토킹톰 골드런
78,79,Square Bird
79,80,Block Puzzle Rune
80,81,1945
81,82,신비아파트 고스트헌터
82,83,Ball Jump
83,84,토킹톰 히어로 대시
84,85,미니카키우기
85,86,Tasty Planet Forever
86,87,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
87,88,Draw it
88,89,Color Saw 3D
89,90,Rummikub
90,91,Crowd City
91,92,Wrecking Ball
92,93,"좋은 피자, 위대한 피자"
93,94,Happy Glass
94,95,좀비고등학교
95,96,Nonogram.com - 픽처 크로스 퍼즐 게임
96,97,동물극장 - 귀여운 동물들과 영화보며 힐링
97,98,Collect Cubes
98,99,그래니를 잡아라
99,100,OX 퀴즈 서바이벌 100
