,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,달빛조각사
2,3,콜 오브 듀티: 모바일
3,4,세레스M
4,5,라이즈 오브 킹덤즈
5,6,Dinosaur Rampage
6,7,브롤스타즈
7,8,신의 연대기-신규서버오픈
8,9,소울아크: 리부트
9,10,도시어부M
10,11,Wrecking Ball
11,12,Bouncemasters!
12,13,무한의 계단
13,14,올스타 스매시
14,15,Square Bird
15,16,Perfect Slices
16,17,디지몬 리얼라이즈 -Digimon ReArise-
17,18,Mario Kart Tour
18,19,워드퍼즐 - 단어 게임
19,20,펭귄의 섬
20,21,Puzzle Fuzzle
21,22,Cool Goal!
22,23,I Peel Good
23,24,Icing On The Cake
24,25,꿈의 집 (Homescapes)
25,26,3차원 채우기 (Fill in 3D)
26,27,궁수의 전설
27,28,기적의 검
28,29,The Real Juggle
29,30,Magic Tiles 3
30,31,배틀그라운드
31,32,장기2.0
32,33,신비아파트 고스트헌터
33,34,오늘도 우라라 원시 헌팅 라이프
34,35,꿈의 정원 (Gardenscapes)
35,36,ROBLOX
36,37,1945
37,38,이터:던전의 포식자
38,39,Sand Balls
39,40,Color Saw 3D
40,41,Mr Bullet - 스파이 퍼즐
41,42,Zipline Valley - 물리학 퍼즐 게임
42,43,숨바꼭질 온라인 - 실시간 숨바꼭질
43,44,바이러스 워 - 우주 슈팅 게임
44,45,좀비고등학교
45,46,aquapark.io
46,47,Paper.io 2
47,48,Granny Legend
48,49,피츠메이커
49,50,Fun Race 3D
50,51,장기의 달인
51,52,Zooba - 동물원 배틀 아레나
52,53,Minecraft 체험판
53,54,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
54,55,클래시 로얄
55,56,Rider
56,57,토킹톰 골드런
57,58,피망 뉴맞고 : 고스톱으로 대한민국 1등
58,59,꿈의 마을 (Township)
59,60,Rope Slash
60,61,Crowd City
61,62,Run Race 3D
62,63,Robot Clash
63,64,Color Fill 3D
64,65,Happy Glass
65,66,지오메트리 대시 라이트 (Geometry Dash L)
66,67,왕국건설 스토리
67,68,리치리치
68,69,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
69,70,세븐나이츠
70,71,마피아42
71,72,Hole.io
72,73,Rummikub
73,74,"Numpuz: Classic Number Games, Num Riddle Puzzle"
74,75,토킹톰 히어로 대시
75,76,슈퍼펭귄 (Super Penguins)
76,77,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
77,78,Line Color 3D
78,79,Empires & Puzzles: RPG Quest
79,80,"Happy Color – 컬러링북, 숫자 색칠 게임"
80,81,무한의 농장
81,82,Bottle Flip 3D
82,83,쿠키런: 오븐브레이크
83,84,Partymasters - Fun Idle Game
84,85,타워 브레이커(Tower Breaker) - 신의 탑 부수기
85,86,Dancing Road: Color Ball Run!
86,87,롤링 스카이
87,88,보스레이브
88,89,도끼.io
89,90,동물의 집
90,91,Granny: Chapter Two
91,92,Nonogram.com - 픽처 크로스 퍼즐 게임
92,93,Jelly Shift
93,94,Draw it
94,95,"좋은 피자, 위대한 피자"
95,96,Supreme Duelist Stickman
96,97,OX 퀴즈 서바이벌 100
97,98,Marbleous!
98,99,회사 탈출3　-탈출 게임
99,100,피망 섯다
