,rank,name
0,1,달빛조각사
1,2,콜 오브 듀티: 모바일
2,3,Brain Out – 가장 어색한 게임
3,4,도시어부M
4,5,라이즈 오브 킹덤즈
5,6,신의 연대기-신규서버오픈
6,7,Mario Kart Tour
7,8,The Real Juggle
8,9,Dinosaur Rampage
9,10,워드퍼즐 - 단어 게임
10,11,브롤스타즈
11,12,3차원 채우기 (Fill in 3D)
12,13,I Peel Good
13,14,Puzzle Fuzzle
14,15,Cool Goal!
15,16,Perfect Slices
16,17,Square Bird
17,18,무한의 계단
18,19,Color Saw 3D
19,20,올스타 스매시
20,21,Bouncemasters!
21,22,꿈의 집 (Homescapes)
22,23,오늘도 우라라 원시 헌팅 라이프
23,24,꿈의 정원 (Gardenscapes)
24,25,궁수의 전설
25,26,이터:던전의 포식자
26,27,배틀그라운드
27,28,Sand Balls
28,29,기적의 검
29,30,Fun Race 3D
30,31,바이러스 워 - 우주 슈팅 게임
31,32,피망 뉴맞고 : 고스톱으로 대한민국 1등
32,33,Zipline Valley - 물리학 퍼즐 게임
33,34,1945
34,35,펭귄의 섬
35,36,ROBLOX
36,37,Mr Bullet - 스파이 퍼즐
37,38,aquapark.io
38,39,좀비고등학교
39,40,보스레이브
40,41,쌍삼국지
41,42,Zooba - 동물원 배틀 아레나
42,43,피츠메이커
43,44,Magic Tiles 3
44,45,Paper.io 2
45,46,Granny Legend
46,47,꿈의 마을 (Township)
47,48,Rope Slash
48,49,Minecraft 체험판
49,50,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
50,51,Run Race 3D
51,52,Color Fill 3D
52,53,클래시 로얄
53,54,Jelly Shift
54,55,Crowd City
55,56,Marbleous!
56,57,토킹톰 골드런
57,58,Rider
58,59,왕국건설 스토리
59,60,타워 브레이커(Tower Breaker) - 신의 탑 부수기
60,61,Partymasters - Fun Idle Game
61,62,Pokémon GO
62,63,동물의 집
63,64,Empires & Puzzles: RPG Quest
64,65,신비아파트 고스트헌터
65,66,리치리치
66,67,"Happy Color – 컬러링북, 숫자 색칠 게임"
67,68,마피아42
68,69,피망 섯다
69,70,지오메트리 대시 라이트 (Geometry Dash L)
70,71,Stop them ALL !
71,72,Granny: Chapter Two
72,73,토킹톰 히어로 대시
73,74,Robot Clash
74,75,Bottle Flip 3D
75,76,슈퍼펭귄 (Super Penguins)
76,77,숨바꼭질 온라인 - 실시간 숨바꼭질
77,78,Idle Stickman
78,79,Line Color 3D
79,80,Supreme Duelist Stickman
80,81,Rummikub
81,82,"Numpuz: Classic Number Games, Num Riddle Puzzle"
82,83,검협: 그리고 전설
83,84,익스트림풋볼:3대3 멀티 축구
84,85,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
85,86,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
86,87,Shadow of Death: 다크니스 RPG - 지금 싸움을
87,88,Wrecking Ball
88,89,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
89,90,스페이스 슈터: 외계인 슈팅게임
90,91,Hole.io
91,92,Merge Magic!
92,93,롤링 스카이
93,94,Two Dots
94,95,쿠키런: 오븐브레이크
95,96,Happy Glass
96,97,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
97,98,신강호
98,99,"좋은 피자, 위대한 피자"
99,100,쿵야 캐치마인드
