,rank,name
0,1,Brain Out – 가장 어색한 게임
1,2,달빛조각사
2,3,Icing On The Cake
3,4,콜 오브 듀티: 모바일
4,5,세인트 세이야 : 각성
5,6,봉인의서
6,7,Wrecking Ball
7,8,라이즈 오브 킹덤즈
8,9,꽃피는 달빛
9,10,브롤스타즈
10,11,무한의 계단
11,12,궁수의 전설
12,13,Rolling Domino
13,14,배틀그라운드
14,15,Perfect Slices
15,16,꿈의 집 (Homescapes)
16,17,I Peel Good
17,18,킹 오브 타워
18,19,꿈의 정원 (Gardenscapes)
19,20,Square Bird
20,21,Cool Goal!
21,22,Dancing Road: Color Ball Run!
22,23,기적의 검
23,24,노블레스 : 제로 with NAVER WEBTOON
24,25,ROBLOX
25,26,워드퍼즐 - 단어 게임
26,27,오늘도 우라라 원시 헌팅 라이프
27,28,Zooba - 동물원 배틀 아레나
28,29,Minecraft 체험판
29,30,Sand Balls
30,31,무한의 농장
31,32,3차원 채우기 (Fill in 3D)
32,33,펭귄의 섬
33,34,올스타 스매시
34,35,Granny Legend
35,36,Zipline Valley - 물리학 퍼즐 게임
36,37,리치리치
37,38,신비아파트 고스트헌터
38,39,Magic Tiles 3
39,40,클래시 로얄
40,41,Star Trek™ 플릿 커맨드
41,42,해양 유목민 - 뗏목 생존: Survival on Raft - Ocean Nomad
42,43,1945
43,44,햄스터 타운 - 당신이 원하는 힐링 두뇌 퍼즐 게임 - 햄스터 타운! 심쿵사 주의
44,45,바이러스 워 - 우주 슈팅 게임
45,46,Bouncemasters!
46,47,Dinosaur Rampage
47,48,aquapark.io
48,49,Fun Race 3D
49,50,숨바꼭질 온라인 - 실시간 숨바꼭질
50,51,이터:던전의 포식자
51,52,Rider
52,53,좀비고등학교
53,54,꿈의 마을 (Township)
54,55,도시어부M
55,56,Mario Kart Tour
56,57,Polysphere
57,58,Mr Bullet - 스파이 퍼즐
58,59,토킹톰 골드런
59,60,피망 뉴맞고 : 고스톱으로 대한민국 1등
60,61,지오메트리 대시 라이트 (Geometry Dash L)
61,62,Color Saw 3D
62,63,Sandwich!
63,64,Empires & Puzzles: RPG Quest
64,65,스도쿠 - 무료 클래식 스도쿠 퍼즐
65,66,신강호
66,67,디지몬 리얼라이즈 -Digimon ReArise-
67,68,SweetBeat
68,69,도끼.io
69,70,Marbleous!
70,71,블록 퍼즐
71,72,로얄 다이스(Royal Dice) : 랜덤 디펜스
72,73,Color Fill 3D
73,74,Happy Glass
74,75,마피아42
75,76,피츠메이커
76,77,Crowd City
77,78,슈퍼펭귄 (Super Penguins)
78,79,토킹톰 히어로 대시
79,80,LoL 프렌즈
80,81,로드 크래쉬
81,82,Rummikub
82,83,Supreme Duelist Stickman
83,84,Run Race 3D
84,85,롤링 스카이
85,86,쿠키런: 오븐브레이크
86,87,OX 퀴즈 서바이벌 100
87,88,전투 마스터
88,89,피망 섯다
89,90,Nonogram.com - 픽처 크로스 퍼즐 게임
90,91,동물의 집
91,92,"좋은 피자, 위대한 피자"
92,93,The Real Juggle
93,94,Popcorn Burst
94,95,회사 탈출3　-탈출 게임
95,96,Soul Knight
96,97,환란 삼국지
97,98,Pokémon GO
98,99,의지의 히어로
99,100,마이토킹톰 2
