,rank,name
0,1,Pokémon Masters
1,2,보스레이브
2,3,Perfect Slices
3,4,에오스 레드
4,5,쿵야 캐치마인드
5,6,Sand Balls
6,7,Cool Goal!
7,8,브롤스타즈
8,9,Hoop Stars
9,10,Mr Bullet - 스파이 퍼즐
10,11,Sandwich!
11,12,미르의 전설2 어게인
12,13,궁수의 전설
13,14,aquapark.io
14,15,꿈의 집 (Homescapes)
15,16,아이돌마스터 밀리언 라이브! 시어터 데이즈
16,17,Color Fill 3D
17,18,Fun Race 3D
18,19,로드 모바일: 제국의 전쟁 - MMORPG
19,20,꿈의 마을 (Township)
20,21,Traffic Run!
21,22,바이러스 워 - 우주 슈팅 게임
22,23,피망 뉴맞고 : 고스톱으로 대한민국 1등
23,24,테라 클래식
24,25,ROBLOX
25,26,"Numpuz: Classic Number Games, Num Riddle Puzzle"
26,27,Wrecking Ball
27,28,Rummikub
28,29,무한의 계단
29,30,모두의마블
30,31,Jelly Shift
31,32,클래식 어드벤처
32,33,라플라스M
33,34,Run Race 3D
34,35,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
35,36,R0
36,37,피망 섯다
37,38,Minecraft 체험판
38,39,한게임 신맞고 : 대한민국 원조 고스톱
39,40,토킹톰 히어로 대시
40,41,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
41,42,Empires & Puzzles: RPG Quest
42,43,마이리틀셰프
43,44,엄마는 라면 숨겼다 3 - 탈출 게임
44,45,냥코 대전쟁
45,46,Crowd City
46,47,Amazing PG Frog Simulator
47,48,Happy Glass
48,49,삼국지:략
49,50,마피아42
50,51,도끼.io
51,52,"좋은 피자, 위대한 피자"
52,53,삼국지 디펜스M
53,54,클래시 로얄
54,55,FIFA ONLINE 4 M by EA SPORTS™
55,56,숨바꼭질 온라인 - 실시간 숨바꼭질
56,57,치우 신시에 이는 바람
57,58,스페이스 슈터: 외계인 슈팅게임
58,59,토킹톰 골드런
59,60,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
60,61,Box simulator for Brawl stars
61,62,Auto Chess
62,63,Rider
63,64,라스트 쉘터 (Last Shelter: Survival)
64,65,Bottle Flip 3D
65,66,삼국지 오리진
66,67,Rocket Sky!
67,68,Paper.io 2
68,69,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
69,70,Blade Master - Mini Action RPG Game
70,71,방주지령
71,72,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
72,73,마피아 시티
73,74,Battle Disc
74,75,Shootout 3D
75,76,Magic Tiles 3
76,77,OnPipe
77,78,행복의 저택
78,79,한게임 섯다
79,80,한게임 포커
80,81,아기 팬더: 공주 메이크업
81,82,쿠키런: 오븐브레이크
82,83,별난닭 키우기
83,84,슈퍼펭귄 (Super Penguins)
84,85,천요괴 - 판타지 MMORPG
85,86,1945
86,87,의지의 히어로
87,88,롤링 스카이
88,89,파천: 신이 되는 자
89,90,신비아파트 고스트헌터
90,91,Train Taxi
91,92,Pokémon GO
92,93,Beach Clean
93,94,Age of Z
94,95,Draw it
95,96,Idle Heroes - 아이들 히어로즈
96,97,Piano Tiles 2™
97,98,검은사막 모바일
98,99,Idle Aqua Park
99,100,Snowball.io
