,rank,name
0,1,Pokémon Masters
1,2,Perfect Slices
2,3,보스레이브
3,4,Sand Balls
4,5,에오스 레드
5,6,쿵야 캐치마인드
6,7,Cool Goal!
7,8,브롤스타즈
8,9,Hoop Stars
9,10,꿈의 정원 (Gardenscapes)
10,11,Mr Bullet - 스파이 퍼즐
11,12,aquapark.io
12,13,Sandwich!
13,14,꿈의 집 (Homescapes)
14,15,궁수의 전설
15,16,Fun Race 3D
16,17,Color Fill 3D
17,18,클래식 어드벤처
18,19,미르의 전설2 어게인
19,20,꿈의 마을 (Township)
20,21,로드 모바일: 제국의 전쟁 - MMORPG
21,22,배틀그라운드
22,23,ROBLOX
23,24,Traffic Run!
24,25,Jelly Shift
25,26,Wrecking Ball
26,27,무한의 계단
27,28,"Numpuz: Classic Number Games, Num Riddle Puzzle"
28,29,아이돌마스터 밀리언 라이브! 시어터 데이즈
29,30,Run Race 3D
30,31,토킹톰 히어로 대시
31,32,Minecraft 체험판
32,33,모두의마블
33,34,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
34,35,피망 뉴맞고 : 고스톱으로 대한민국 1등
35,36,Amazing PG Frog Simulator
36,37,Crowd City
37,38,Happy Glass
38,39,Rummikub
39,40,OnPipe
40,41,Paper.io 2
41,42,냥코 대전쟁
42,43,토킹톰 골드런
43,44,Bottle Flip 3D
44,45,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
45,46,한게임 신맞고 : 대한민국 원조 고스톱
46,47,Rider
47,48,숨바꼭질 온라인 - 실시간 숨바꼭질
48,49,도끼.io
49,50,클래시 로얄
50,51,롤링 스카이
51,52,"좋은 피자, 위대한 피자"
52,53,Empires & Puzzles: RPG Quest
53,54,Snowball.io
54,55,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
55,56,아기 팬더: 공주 메이크업
56,57,Neon Splash
57,58,Blade Master - Mini Action RPG Game
58,59,Battle Disc
59,60,라플라스M
60,61,삼국지:략
61,62,스페이스 슈터: 외계인 슈팅게임
62,63,마피아42
63,64,Beach Clean
64,65,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
65,66,엄마는 라면 숨겼다 3 - 탈출 게임
66,67,의지의 히어로
67,68,피망 섯다
68,69,신비아파트 고스트헌터
69,70,Box simulator for Brawl stars
70,71,테라 클래식
71,72,마이토킹톰 2
72,73,Train Taxi
73,74,슈퍼펭귄 (Super Penguins)
74,75,벽돌깨기 퀘스트
75,76,Piano Tiles 2™
76,77,FIFA ONLINE 4 M by EA SPORTS™
77,78,삼국지 디펜스M
78,79,Rocket Sky!
79,80,Puzzle Fuzzle
80,81,Shootout 3D
81,82,지오메트리 대시 라이트 (Geometry Dash L)
82,83,Draw it
83,84,Magic Tiles 3
84,85,Tomb of the Mask
85,86,Idle Aqua Park
86,87,R0
87,88,쿠키런: 오븐브레이크
88,89,Supreme Duelist Stickman
89,90,행복의 저택
90,91,낚시 클래시: 스포츠 낚시 게임 (Fishing Clash)
91,92,아기 팬더의 패션 플라워 DIY
92,93,1945
93,94,Pokémon GO
94,95,라스트 쉘터 (Last Shelter: Survival)
95,96,좀비고등학교
96,97,Auto Chess
97,98,미라큘러스 레이디버그와 블랙캣
98,99,Dancing Road: Color Ball Run!
99,100,마피아 시티
