,rank,name
0,1,라이즈 오브 킹덤즈
1,2,리치리치
2,3,비천무협
3,4,오늘도 우라라 원시 헌팅 라이프
4,5,원정
5,6,Cool Goal!
6,7,브롤스타즈
7,8,꿈의 집 (Homescapes)
8,9,쿵야 캐치마인드
9,10,Perfect Slices
10,11,배틀그라운드
11,12,동물의 집
12,13,Sand Balls
13,14,워드퍼즐 - 단어 게임
14,15,Mr Bullet - 스파이 퍼즐
15,16,궁수의 전설
16,17,기적의 검
17,18,aquapark.io
18,19,피망 뉴맞고 : 고스톱으로 대한민국 1등
19,20,Fun Race 3D
20,21,꿈의 정원 (Gardenscapes)
21,22,Rummikub
22,23,ROBLOX
23,24,무한의 계단
24,25,Color Fill 3D
25,26,Crowd City
26,27,한게임 신맞고 : 대한민국 원조 고스톱
27,28,피망 섯다
28,29,스나이퍼 3D 어쌔신: 무료 슈팅 게임 (Sniper 3D Assassin)
29,30,꿈의 마을 (Township)
30,31,Jelly Shift
31,32,Popcorn Burst
32,33,삼국지 디펜스M
33,34,Minecraft 체험판
34,35,모두의마블
35,36,신비아파트 고스트헌터
36,37,Granny Legend
37,38,좀비고등학교
38,39,토킹톰 히어로 대시
39,40,롤링 스카이
40,41,토킹톰 골드런
41,42,벽돌깨기 퀘스트
42,43,Run Race 3D
43,44,에오스 레드
44,45,Bottle Flip 3D
45,46,마피아42
46,47,1945
47,48,Tank Stars
48,49,Happy Glass
49,50,브롤 스타즈 상자깡 버그판 마인크래프트 게임 고양이 Brawl Stars
50,51,Paper.io 2
51,52,Empires & Puzzles: RPG Quest
52,53,보스레이브
53,54,Dinosaur Rampage
54,55,슈퍼펭귄 (Super Penguins)
55,56,라플라스M
56,57,"좋은 피자, 위대한 피자"
57,58,아스팔트 9: 레전드- 2019 액션 카 레이싱 게임
58,59,Granny: Chapter Two
59,60,프렌즈레이싱
60,61,클래시 로얄
61,62,삼국지 오리진
62,63,Polysphere
63,64,Piano Tiles 2™
64,65,Rider
65,66,Magic Tiles 3
66,67,"Happy Color – 컬러링북, 숫자 색칠 게임"
67,68,아기 팬더: 공주 메이크업
68,69,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)"
69,70,Draw it
70,71,다운블레이드(DownBlade)
71,72,쿠키런: 오븐브레이크
72,73,Dream Piano - Music Game
73,74,한게임 포커
74,75,바이러스 워 - 우주 슈팅 게임
75,76,Kick the Buddy: Forever
76,77,미친소녀
77,78,갤럭시 슈터 - 팔콘 스쿼드 - 외계인 슈팅게임
78,79,미로 온라인 - 실시간 미로탈출
79,80,지오메트리 대시 라이트 (Geometry Dash L)
80,81,Shadow of Death: 다크니스 RPG - 지금 싸움을
81,82,Pokémon Masters
82,83,냥코 대전쟁
83,84,가온:신규서버오픈
84,85,로드 모바일: 제국의 전쟁 - MMORPG
85,86,도끼.io
86,87,Wrecking Ball
87,88,FIFA ONLINE 4 M by EA SPORTS™
88,89,Bouncemasters!
89,90,OnPipe
90,91,Snowball.io
91,92,Pokémon GO
92,93,Swing Star
93,94,의지의 히어로
94,95,모바일 레전드: Bang Bang
95,96,마이토킹톰 2
96,97,Auto Chess
97,98,우주 전쟁: 외계인들의 공격
98,99,숨바꼭질 온라인 - 실시간 숨바꼭질
99,100,스페이스 슈터: 외계인 슈팅게임
