date,count,content_count
2019_09_01,0,0
2019_09_02,0,0
2019_09_03,6040,3
2019_09_04,20,1
2019_09_05,1931,1
2019_09_06,5215,3
2019_09_07,0,0
2019_09_08,0,0
2019_09_09,8254,1
2019_09_10,0,0
2019_09_11,0,0
2019_09_12,1064,1
2019_09_13,860,1
2019_09_14,0,0
2019_09_15,0,0
2019_09_16,0,0
2019_09_17,0,0
2019_09_18,0,0
2019_09_19,307,1
2019_09_20,0,0
2019_09_21,0,0
2019_09_22,0,0
2019_09_23,0,0
2019_09_24,0,0
2019_09_25,0,0
2019_09_26,0,0
2019_09_27,0,0
2019_09_28,0,0
2019_09_29,164,1
2019_09_30,694,1
2019_10_01,0,0
2019_10_02,0,0
2019_10_03,0,0
2019_10_04,0,0
2019_10_05,0,0
2019_10_06,0,0
2019_10_07,307,1
2019_10_08,0,0
2019_10_09,0,0
2019_10_10,29,1
2019_10_11,25,1
2019_10_12,100,3
2019_10_13,0,0
2019_10_14,186,2
2019_10_15,0,0
2019_10_16,82,1
2019_10_17,2302,2
2019_10_18,28,2
2019_10_19,49,1
2019_10_20,0,0
2019_10_21,45,1
2019_10_22,41,1
2019_10_23,0,0
2019_10_24,0,0
2019_10_25,0,0
2019_10_26,39,2
2019_10_27,267,1
2019_10_28,5358,1
2019_10_29,0,0
2019_10_30,18,1
2019_10_31,25,1
2019_11_01,0,0
2019_11_02,20,2
2019_11_03,9,1
2019_11_04,16,1
2019_11_05,598,1
2019_11_06,36,1
2019_11_07,27,1
2019_11_08,0,0
2019_11_09,19,2
2019_11_10,301,1
2019_11_11,18,1
2019_11_12,0,0
2019_11_13,0,0
2019_11_14,0,0
2019_11_15,91,1
2019_11_16,20,1
2019_11_17,25,1
2019_11_18,19,3
2019_11_19,56,1
2019_11_20,0,0
2019_11_21,63,3
2019_11_22,151,2
2019_11_23,0,0
2019_11_24,35,1
2019_11_25,6,1
2019_11_26,0,0
2019_11_27,14,1
2019_11_28,8,1
2019_11_29,0,0
