date,count,content_count
2019_09_01,0,0
2019_09_02,0,0
2019_09_03,0,0
2019_09_04,0,0
2019_09_05,0,0
2019_09_06,0,0
2019_09_07,0,0
2019_09_08,0,0
2019_09_09,39646,5
2019_09_10,40123,5
2019_09_11,274,1
2019_09_12,0,0
2019_09_13,0,0
2019_09_14,9764,1
2019_09_15,249,1
2019_09_16,0,0
2019_09_17,0,0
2019_09_18,0,0
2019_09_19,0,0
2019_09_20,0,0
2019_09_21,179,1
2019_09_22,20160,1
2019_09_23,0,0
2019_09_24,138,1
2019_09_25,0,0
2019_09_26,2264,2
2019_09_27,156,1
2019_09_28,0,0
2019_09_29,0,0
2019_09_30,0,0
2019_10_01,60735,3
2019_10_02,0,0
2019_10_03,117,1
2019_10_04,0,0
2019_10_05,0,0
2019_10_06,10271,3
2019_10_07,8635,2
2019_10_08,1563,3
2019_10_09,83745,2
2019_10_10,0,0
2019_10_11,0,0
2019_10_12,0,0
2019_10_13,0,0
2019_10_14,3026,3
2019_10_15,22583,1
2019_10_16,31986,1
2019_10_17,0,0
2019_10_18,81,1
2019_10_19,889,1
2019_10_20,0,0
2019_10_21,0,0
2019_10_22,0,0
2019_10_23,57,1
2019_10_24,0,0
2019_10_25,0,0
2019_10_26,0,0
2019_10_27,0,0
2019_10_28,383,2
2019_10_29,27,2
2019_10_30,592,1
2019_10_31,417,1
2019_11_01,0,0
2019_11_02,1313,2
2019_11_03,3263,3
2019_11_04,0,0
2019_11_05,1588,1
2019_11_06,2421,1
2019_11_07,0,0
2019_11_08,971028,2
2019_11_09,642,2
2019_11_10,0,0
2019_11_11,172,1
2019_11_12,36554,2
2019_11_13,0,0
2019_11_14,606,1
2019_11_15,294,1
2019_11_16,1135,4
2019_11_17,327,2
2019_11_18,103,3
2019_11_19,291,1
2019_11_20,59,2
2019_11_21,43,2
2019_11_22,7773,4
2019_11_23,9959,4
2019_11_24,164,2
2019_11_25,43,1
2019_11_26,0,0
2019_11_27,0,0
2019_11_28,9522,1
2019_11_29,1341,3
