date,count,content_count
2019_09_01,98905,1
2019_09_02,16497640,6
2019_09_03,48385,6
2019_09_04,1372,1
2019_09_05,666,1
2019_09_06,0,0
2019_09_07,42871,1
2019_09_08,6584,1
2019_09_09,16475,2
2019_09_10,8468,1
2019_09_11,27555,2
2019_09_12,0,0
2019_09_13,0,0
2019_09_14,0,0
2019_09_15,0,0
2019_09_16,0,0
2019_09_17,16495,2
2019_09_18,18729,1
2019_09_19,0,0
2019_09_20,5258,4
2019_09_21,13101,1
2019_09_22,0,0
2019_09_23,0,0
2019_09_24,0,0
2019_09_25,20690,1
2019_09_26,0,0
2019_09_27,15307387,9
2019_09_28,103368,4
2019_09_29,129,1
2019_09_30,3486877,3
2019_10_01,0,0
2019_10_02,0,0
2019_10_03,83248,3
2019_10_04,0,0
2019_10_05,0,0
2019_10_06,4453260,1
2019_10_07,12849,1
2019_10_08,18664,1
2019_10_09,0,0
2019_10_10,4565,2
2019_10_11,0,0
2019_10_12,0,0
2019_10_13,0,0
2019_10_14,129816,2
2019_10_15,0,0
2019_10_16,9949,2
2019_10_17,0,0
2019_10_18,23863,1
2019_10_19,24302,2
2019_10_20,28906,1
2019_10_21,18696,2
2019_10_22,187736,1
2019_10_23,31058,2
2019_10_24,4298,3
2019_10_25,3313,2
2019_10_26,0,0
2019_10_27,64631,1
2019_10_28,74,1
2019_10_29,14298,1
2019_10_30,4409401,2
2019_10_31,2046,1
2019_11_01,21509,1
2019_11_02,38004,2
2019_11_03,17833,1
2019_11_04,36066,1
2019_11_05,56992,6
2019_11_06,139655,52
2019_11_07,74907,46
2019_11_08,184316,31
2019_11_09,330355,29
2019_11_10,60364,16
2019_11_11,21218,11
2019_11_12,10975,9
2019_11_13,26260,10
2019_11_14,55440,9
2019_11_15,50698,13
2019_11_16,11855,8
2019_11_17,56629,5
2019_11_18,27619,9
2019_11_19,45352,8
2019_11_20,38909,8
2019_11_21,48639,6
2019_11_22,124761,5
2019_11_23,38414,5
2019_11_24,5582,3
2019_11_25,6623627,4
2019_11_26,4708,5
2019_11_27,28598,3
2019_11_28,23820,1
2019_11_29,18980,5
