date,count,content_count
2019_09_01,1912,1
2019_09_02,17627,2
2019_09_03,0,0
2019_09_04,6937,3
2019_09_05,70838,4
2019_09_06,13213,1
2019_09_07,434,4
2019_09_08,195,1
2019_09_09,47,1
2019_09_10,1310,1
2019_09_11,0,0
2019_09_12,1375,2
2019_09_13,0,0
2019_09_14,175,1
2019_09_15,3607,1
2019_09_16,0,0
2019_09_17,0,0
2019_09_18,0,0
2019_09_19,271074,1
2019_09_20,0,0
2019_09_21,156,2
2019_09_22,292681,2
2019_09_23,0,0
2019_09_24,2831,1
2019_09_25,157057,1
2019_09_26,540,2
2019_09_27,46,1
2019_09_28,228,1
2019_09_29,69,1
2019_09_30,3748,1
2019_10_01,2783,1
2019_10_02,4453,6
2019_10_03,52,1
2019_10_04,5272,1
2019_10_05,41310,4
2019_10_06,2173,2
2019_10_07,134,1
2019_10_08,0,0
2019_10_09,0,0
2019_10_10,222150,2
2019_10_11,697365,4
2019_10_12,829423,1
2019_10_13,0,0
2019_10_14,1296356,3
2019_10_15,0,0
2019_10_16,60408,1
2019_10_17,0,0
2019_10_18,0,0
2019_10_19,0,0
2019_10_20,108,1
2019_10_21,0,0
2019_10_22,410,1
2019_10_23,463356,2
2019_10_24,0,0
2019_10_25,103,1
2019_10_26,164,1
2019_10_27,0,0
2019_10_28,6234,1
2019_10_29,0,0
2019_10_30,0,0
2019_10_31,0,0
2019_11_01,41,1
2019_11_02,21845,2
2019_11_03,0,0
2019_11_04,213301,3
2019_11_05,42,1
2019_11_06,311392,2
2019_11_07,84,3
2019_11_08,181,3
2019_11_09,88199,5
2019_11_10,71,2
2019_11_11,188,4
2019_11_12,203196,2
2019_11_13,148,3
2019_11_14,1156318,4
2019_11_15,39,2
2019_11_16,0,0
2019_11_17,20,1
2019_11_18,139,1
2019_11_19,114992,2
2019_11_20,0,0
2019_11_21,7,1
2019_11_22,294,2
2019_11_23,249,2
2019_11_24,0,0
2019_11_25,7006,6
2019_11_26,2639,4
2019_11_27,8329,6
2019_11_28,26169,5
2019_11_29,16,2
